ProfileName,StartTime,Duration,DeviceType,Country,Title,Season,Episode
Henri,2024-08-07T20:39:44.000Z,00:02:11,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Show bouillant,Pays-Bas et Allemagne,Saison 1
Henri,2024-08-07T19:48:47.000Z,00:45:42,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 3,Oblivion (Épisode 10)
Henri,2024-08-07T19:31:39.000Z,00:17:00,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 3,Les sept cloches (Épisode 9)
Henri,2024-08-07T14:11:31.000Z,00:10:15,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 3,Les sept cloches (Épisode 9)
Henri,2024-08-07T13:44:28.000Z,00:25:56,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 3,Le mariage de la fin du monde (Épisode 8)
Henri,2024-08-07T13:24:42.000Z,00:19:00,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 3,Le mariage de la fin du monde (Épisode 8)
Henri,2024-08-07T12:37:08.000Z,00:47:32,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 3,Auf Wiedersehen (Épisode 7)
Henri,2024-08-07T11:51:07.000Z,00:43:35,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 3,Marigold (Épisode 6)
Henri,2024-08-07T11:10:54.000Z,00:40:10,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 3,Un moindre mal (Épisode 5)
Henri,2024-08-07T10:23:31.000Z,00:47:11,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 3,Kugelblitz (Épisode 4)
Henri,2024-08-07T09:38:54.000Z,00:44:34,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 3,Les éclairs de Lester (Épisode 3)
Henri,2024-08-07T09:13:57.000Z,00:22:25,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 3,La plus grosse pelote de ficelle du monde (Épisode 2)
Henri,2024-08-07T09:01:24.000Z,00:00:39,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 3,La plus grosse pelote de ficelle du monde (Épisode 2)
Henri,2024-08-07T07:17:34.000Z,00:15:50,DefaultWidevineAndroidPhone,FR (France),Umbrella Academy,Saison 3,La plus grosse pelote de ficelle du monde (Épisode 2)
Henri,2024-08-07T06:40:02.000Z,00:37:31,DefaultWidevineAndroidPhone,FR (France),Umbrella Academy,Saison 3,Mes enfants (Épisode 1)
Henri,2024-08-06T20:16:29.000Z,00:00:05,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 3,Mes enfants (Épisode 1)
Henri,2024-08-06T19:28:20.000Z,00:47:19,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,La fin de quelque chose (Épisode 10)
Henri,2024-08-06T19:06:16.000Z,00:22:02,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,743 (Épisode 9)
Henri,2024-08-06T18:26:19.000Z,00:16:19,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,743 (Épisode 9)
Henri,2024-08-06T17:36:32.000Z,00:44:38,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Les sept phases (Épisode 8)
Henri,2024-08-06T14:37:14.000Z,00:00:06,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Les sept phases (Épisode 8)
Henri,2024-08-06T14:07:31.000Z,00:29:41,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Öga för öga (Épisode 7)
Henri,2024-08-06T13:30:18.000Z,00:15:21,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Öga för öga (Épisode 7)
Henri,2024-08-06T12:42:32.000Z,00:47:44,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Un dîner léger (Épisode 6)
Henri,2024-08-06T12:29:18.000Z,00:13:11,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Valhalla (Épisode 5)
Henri,2024-08-06T10:40:36.000Z,00:32:26,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Valhalla (Épisode 5)
Henri,2024-08-06T09:53:57.000Z,00:46:38,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Les Douze Magnifiques (Épisode 4)
Henri,2024-08-06T09:32:19.000Z,00:21:36,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Les Suédois (Épisode 3)
Henri,2024-08-06T09:05:27.000Z,00:16:20,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Les Suédois (Épisode 3)
Henri,2024-08-06T08:25:45.000Z,00:08:14,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Les Suédois (Épisode 3)
Henri,2024-08-06T08:06:09.000Z,00:17:16,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Les Frankel (Épisode 2)
Henri,2024-08-06T07:05:34.000Z,00:28:44,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Les Frankel (Épisode 2)
Henri,2024-08-06T06:55:48.000Z,00:08:31,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Retour à la case départ (Épisode 1)
Henri,2024-08-05T08:59:42.000Z,00:05:33,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 2,Retour à la case départ (Épisode 1)
Henri,2024-08-05T05:38:34.000Z,00:27:43,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 2,Retour à la case départ (Épisode 1)
Henri,2024-08-05T05:01:55.000Z,00:36:13,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 1,Le Violon blanc (Épisode 10)
Henri,2024-08-04T13:01:34.000Z,00:00:16,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 1,Le Violon blanc (Épisode 10)
Henri,2024-08-04T12:22:34.000Z,00:00:02,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 1,Changements (Épisode 9)
Henri,2024-08-04T12:19:44.000Z,00:40:38,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 1,Changements (Épisode 9)
Henri,2024-08-04T11:57:37.000Z,00:02:50,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 1,Changements (Épisode 9)
Henri,2024-08-04T11:30:28.000Z,00:24:41,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 1,J'ai entendu une rumeur (Épisode 8)
Henri,2024-08-04T11:01:11.000Z,00:25:47,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 1,J'ai entendu une rumeur (Épisode 8)
Henri,2024-08-04T10:40:16.000Z,00:20:53,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 1,Le jour que l'on regrette (Épisode 7)
Henri,2024-08-04T10:15:44.000Z,00:19:11,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 1,Le jour que l'on regrette (Épisode 7)
Henri,2024-08-04T06:46:15.000Z,00:09:22,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 1,Le jour que l'on regrette (Épisode 7)
Henri,2024-08-02T20:38:31.000Z,00:36:53,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 1,Le jour que l'on attend (Épisode 6)
Henri,2024-08-02T20:17:48.000Z,00:17:33,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 1,Numéro Cinq (Épisode 5)
Henri,2024-08-02T20:04:52.000Z,00:09:58,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 1,Numéro Cinq (Épisode 5)
Henri,2024-08-02T17:06:51.000Z,00:10:50,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 1,Numéro Cinq (Épisode 5)
Henri,2024-08-02T16:34:25.000Z,00:32:02,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 1,L'homme sur la Lune (Épisode 4)
Henri,2024-08-02T16:00:02.000Z,00:33:40,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 1,Extra ordinaire (Épisode 3)
Henri,2024-08-02T15:57:50.000Z,00:02:49,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 1,Cours ! (Épisode 2)
Henri,2024-08-02T11:43:29.000Z,00:33:22,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 1,Cours ! (Épisode 2)
Henri,2024-08-02T11:12:20.000Z,00:31:15,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Umbrella Academy,Saison 1,On ne se voit qu'aux mariages et aux enterrements (Épisode 1)
Henri,2024-08-01T08:56:15.000Z,00:07:47,Google Sabrina ATV Set Top Box,FR (France),Umbrella Academy,Saison 1,On ne se voit qu'aux mariages et aux enterrements (Épisode 1)
Henri,2024-07-14T08:34:38.000Z,00:11:38,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Young Sheldon,Saison 5,"Un pore obstrué, un petit Espagnol et le futur (Épisode 22)"
Henri,2024-07-14T07:00:02.000Z,00:08:00,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Young Sheldon,Saison 5,"Un pore obstrué, un petit Espagnol et le futur (Épisode 22)"
Henri,2024-07-14T06:38:06.000Z,00:17:48,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Young Sheldon,Saison 5,"Déchets blancs, saints rouleaux et coups de poing (Épisode 21)"
Henri,2024-07-14T06:20:28.000Z,00:17:40,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Young Sheldon,Saison 5,Oncle Sheldon et un pétard hormonal (Épisode 20)
Henri,2024-07-14T06:00:18.000Z,00:20:04,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Young Sheldon,Saison 5,Un fervent Baptiste et un mari torride en récompense (Épisode 19)
Henri,2024-07-14T05:55:14.000Z,00:05:55,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Young Sheldon,Saison 5,"Des bébés, des mensonges et des cannoli qui sont une pure merveille (Épisode 18)"
Henri,2024-07-13T06:56:51.000Z,00:06:04,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,FR (France),Young Sheldon,Saison 5,"Une cacahuète solitaire, un papillon sociable et la vérité (Épisode 17)"
Henri,2024-07-12T19:35:39.000Z,00:02:47,Google Sabrina ATV Set Top Box,FR (France),Bob l'éponge,Saison 5,"Bob déménage / Patinoire, piscine... (Épisode 5)"
Henri,2024-07-12T19:33:42.000Z,00:00:36,Google Sabrina ATV Set Top Box,FR (France),Bob l'éponge - Le film,,
Henri,2024-07-12T19:05:56.000Z,00:26:01,Google Sabrina ATV Set Top Box,FR (France),Bob l'éponge - Le film,,
Henri,2024-07-12T17:13:39.000Z,00:32:08,Google Sabrina ATV Set Top Box,FR (France),Bob l'éponge - Le film,,
Henri,2024-07-11T17:12:39.000Z,00:27:53,Google Sabrina ATV Set Top Box,FR (France),Bob l'éponge - Le film,,
Henri,2024-07-10T17:32:31.000Z,00:58:13,Google Sabrina ATV Set Top Box,FR (France),"Super Mario Bros, le film",,
Henri,2024-07-09T17:00:52.000Z,00:36:22,Google Sabrina ATV Set Top Box,FR (France),"Super Mario Bros, le film",,
Henri,2024-07-03T18:57:30.000Z,00:06:36,Google Sabrina ATV Set Top Box,FR (France),Regular Show,Saison 1,L'installation des chaises (Épisode 2)
Henri,2024-07-03T18:46:22.000Z,00:11:06,Google Sabrina ATV Set Top Box,FR (France),Regular Show,Saison 1,Le Pouvoir (Épisode 1)
Henri,2024-07-03T17:01:50.000Z,01:34:38,Google Sabrina ATV Set Top Box,FR (France),Sonic le film,,
Henri,2024-07-02T18:32:59.000Z,00:25:03,Google Sabrina ATV Set Top Box,FR (France),Scott Pilgrim prend son envol,Saison 1,Le monde contre Scott Pilgrim (Épisode 8)
Henri,2024-07-02T17:30:27.000Z,00:01:48,Google Sabrina ATV Set Top Box,FR (France),Scott Pilgrim prend son envol,Saison 1,Scott Pilgrim au carré (Épisode 7)
Henri,2024-07-02T17:05:26.000Z,00:23:06,Google Sabrina ATV Set Top Box,FR (France),Scott Pilgrim prend son envol,Saison 1,Scott Pilgrim au carré (Épisode 7)
Henri,2024-07-01T17:50:56.000Z,00:23:52,Google Sabrina ATV Set Top Box,FR (France),Scott Pilgrim prend son envol,Saison 1,Qui est coupable ? (Épisode 6)
Henri,2024-07-01T17:25:08.000Z,00:21:35,Google Sabrina ATV Set Top Box,FR (France),Scott Pilgrim prend son envol,Saison 1,"Lumière, moteur… Étincelles ?! (Épisode 5)"
Henri,2024-07-01T16:57:36.000Z,00:24:51,Google Sabrina ATV Set Top Box,FR (France),Scott Pilgrim prend son envol,Saison 1,Peu importe (Épisode 4)
Henri,2024-06-30T19:02:59.000Z,00:22:47,Google Sabrina ATV Set Top Box,FR (France),Scott Pilgrim prend son envol,Saison 1,Ramona loue une vidéo (Épisode 3)
Henri,2024-06-30T18:34:06.000Z,00:22:57,Google Sabrina ATV Set Top Box,FR (France),Scott Pilgrim prend son envol,Saison 1,Une équipe hors du commun (Épisode 2)
Henri,2024-06-30T18:08:05.000Z,00:25:33,Google Sabrina ATV Set Top Box,FR (France),Scott Pilgrim prend son envol,Saison 1,La précieuse petite vie de Scott Pilgrim (Épisode 1)
Henri,2024-06-29T17:17:14.000Z,00:02:01,Google Sabrina ATV Set Top Box,FR (France),Kotaro en solo,Saison 1,Épisode 2 (Épisode 2)
Henri,2024-06-29T16:50:40.000Z,00:26:09,Google Sabrina ATV Set Top Box,FR (France),Kotaro en solo,Saison 1,Épisode 1 (Épisode 1)
Henri,2024-05-27T08:37:15.000Z,00:11:40,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,"Une cacahuète solitaire, un papillon sociable et la vérité (Épisode 17)"
Henri,2024-05-27T08:14:12.000Z,00:16:59,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Une valise pleine d'argent et une voiture de clown jaune (Épisode 16)
Henri,2024-05-27T08:08:29.000Z,00:05:40,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,"Un homard, un tatou et un chiffre très au-dessus (Épisode 15)"
Henri,2024-05-24T08:26:21.000Z,00:01:43,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,"Un homard, un tatou et un chiffre très au-dessus (Épisode 15)"
Henri,2024-05-24T08:10:08.000Z,00:02:52,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,"Un homard, un tatou et un chiffre très au-dessus (Épisode 15)"
Henri,2024-05-23T08:11:50.000Z,00:08:36,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,"Un homard, un tatou et un chiffre très au-dessus (Épisode 15)"
Henri,2024-05-23T08:01:59.000Z,00:04:46,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Un gratte-papier et des ruses féminines (Épisode 14)
Henri,2024-05-21T08:22:42.000Z,00:07:42,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Un gratte-papier et des ruses féminines (Épisode 14)
Henri,2024-05-21T08:10:18.000Z,00:01:40,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Un gratte-papier et des ruses féminines (Épisode 14)
Henri,2024-05-20T08:32:54.000Z,00:05:26,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Un gratte-papier et des ruses féminines (Épisode 14)
Henri,2024-05-20T08:14:49.000Z,00:17:04,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Des pansements et Cooper le lâcheur (Épisode 13)
Henri,2024-05-19T10:15:54.000Z,00:19:04,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Une Cadillac rose et une glorieuse danse tribale (Épisode 12)
Henri,2024-05-18T09:35:49.000Z,00:00:01,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Une Cadillac rose et une glorieuse danse tribale (Épisode 12)
Henri,2024-05-18T09:24:51.000Z,00:09:12,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,"Nuit blanche à la paroisse, Miss Météo et sale habitude (Épisode 11)"
Henri,2024-05-17T08:58:44.000Z,00:05:40,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,"Nuit blanche à la paroisse, Miss Météo et sale habitude (Épisode 11)"
Henri,2024-05-17T08:48:52.000Z,00:04:38,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,"Nuit blanche à la paroisse, Miss Météo et sale habitude (Épisode 11)"
Henri,2024-05-16T09:35:19.000Z,00:17:45,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Un problème qui coûte cher et une chambre pour faire les andouilles (Épisode 10)
Henri,2024-05-16T09:17:11.000Z,00:17:57,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Le trac et un drôle de guru hypnotique (Épisode 9)
Henri,2024-05-16T08:58:20.000Z,00:18:48,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Le grand chancelier et l'antre du péché (Épisode 8)
Henri,2024-05-16T08:37:52.000Z,00:20:23,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Génie civil et gel coiffant (Épisode 7)
Henri,2024-05-16T08:18:43.000Z,00:19:06,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Le blanchiment d'argent et la cascade d'hormones (Épisode 6)
Henri,2024-05-16T07:58:39.000Z,00:19:06,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Peluches et corps célestes (Épisode 5)
Henri,2024-05-15T09:52:46.000Z,00:00:02,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Peluches et corps célestes (Épisode 5)
Henri,2024-05-15T09:36:53.000Z,00:15:05,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Des balivernes et un tripot secret (Épisode 4)
Henri,2024-05-15T09:13:58.000Z,00:03:12,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Des balivernes et un tripot secret (Épisode 4)
Henri,2024-05-15T08:54:58.000Z,00:18:42,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Énergie potentielle et ivresse sur un banc (Épisode 3)
Henri,2024-05-15T08:36:13.000Z,00:17:39,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Curiosité mal placée et jumeaux miracle de l'athéisme (Épisode 2)
Henri,2024-05-13T09:43:09.000Z,00:00:07,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Curiosité mal placée et jumeaux miracle de l'athéisme (Épisode 2)
Henri,2024-05-13T09:12:22.000Z,00:19:54,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 5,Une mauvaise nuit et le chaos des désirs égoïstes (Épisode 1)
Henri,2024-05-13T08:38:50.000Z,00:17:31,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,Le monde sauvage de la dynamique non linéaire (Épisode 18)
Henri,2024-05-13T08:32:54.000Z,00:05:53,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,Le trou noir (Épisode 17)
Henri,2024-05-13T08:02:12.000Z,00:10:35,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,Le trou noir (Épisode 17)
Henri,2024-05-03T09:17:54.000Z,00:00:27,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,Le trou noir (Épisode 17)
Henri,2024-05-03T09:00:34.000Z,00:17:17,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,Deux prodiges à l'université (Épisode 16)
Henri,2024-05-03T08:55:30.000Z,00:04:36,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,"Un virus, un cœur brisé et un monde de possibilités (Épisode 15)"
Henri,2024-05-03T08:01:07.000Z,00:13:02,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,"Un virus, un cœur brisé et un monde de possibilités (Épisode 15)"
Henri,2024-04-27T10:07:47.000Z,00:00:31,Google Sabrina ATV Set Top Box,FR (France),The Office (US),Saison 1,Pilote (Épisode 1)
Henri,2024-04-27T10:07:29.000Z,00:00:01,Google Sabrina ATV Set Top Box,FR (France),The Office (US),Saison 1,La journée de la diversité (Épisode 2)
Henri,2024-04-12T08:19:06.000Z,00:18:39,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,Fils de brute et approbation fiscale (Épisode 14)
Henri,2024-04-12T08:01:36.000Z,00:17:16,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,Le bus de vieux machins foutus et un nouveau modèle d'éducation (Épisode 13)
Henri,2024-04-07T10:03:24.000Z,00:17:21,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,"Meemaw, génie scientifique (Épisode 12)"
Henri,2024-04-07T09:46:10.000Z,00:17:12,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,"Un biper, un club et un vieux grincheux plein de rides (Épisode 11)"
Henri,2024-04-07T09:26:59.000Z,00:17:34,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,Aérobic de saloon et 473 boulons à dégraisser (Épisode 10)
Henri,2024-02-12T11:03:21.000Z,00:17:42,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,Des glaces dégueulasses et le singe d'un joueur d'orgue de barbarie (Épisode 9)
Henri,2024-02-12T10:46:22.000Z,00:16:57,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,Crise existentielle et bulles de savon (Épisode 8)
Henri,2024-02-12T10:25:06.000Z,00:15:10,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,Un cours de philosophie et des vers qui peuvent vous pourchasser (Épisode 7)
Henri,2024-02-11T12:37:43.000Z,00:01:54,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,Un cours de philosophie et des vers qui peuvent vous pourchasser (Épisode 7)
Henri,2024-02-11T12:18:57.000Z,00:18:39,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,L'orientation d'un bizut et l'inventeur de la fermeture éclair (Épisode 6)
Henri,2024-02-10T10:51:18.000Z,00:18:25,Google Sabrina ATV Set Top Box,FR (France),Young Sheldon,Saison 4,Une crypte qui sent le moisi et un bâtonnet sur lequel faire pipi (Épisode 5)
